ID,Label (description),Category,EcoSIM Other Names,EcoSIM Variable Name,File Name,Definition,Comment,Related Synonyms,Exact Synonyms,Type,DbXrefs,has_units,qualifiers,attributes,measured_ins,measurement_ofs,contexts,value_types,Parents,Group Curated?,Definition Curated?,Definition Source,Comment from Ulas,Comment from Joan,Comment from John-Marc,Comment from Jinyun,Comment from Harry,Comment from Chris
BERVO:8000039,Hydrogen,concept,,,,"The lightest and most abundant chemical element in the universe that forms water molecules and organic compounds essential for all life processes. This element is fundamental for understanding acid-base chemistry, redox reactions, energy metabolism, and biogeochemical processes in environmental and ecological systems.",,,H,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000040,Flux,concept,,,,"The rate of flow of energy or matter through a given area or surface per unit time, typically expressed in units such as mass per area per time. This concept is fundamental for quantifying biogeochemical processes, energy transfer, gas exchange, and material transport between different environmental compartments in earth system science.",,,flow rate|transfer rate,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000041,Net exchange,concept,,,,"The overall transfer of materials or energy between two systems after accounting for simultaneous bidirectional flows in both directions. This concept is essential for understanding ecosystem functioning, atmospheric exchange processes, and the balance between inputs and outputs in biogeochemical cycling and energy balance studies.",,,net flux|balance,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000042,Ion selectivity,concept,,,,"The preferential binding, transport, or accumulation of specific ions over others by biological membranes, soil particles, or chemical processes. This property controls nutrient uptake efficiency, soil cation exchange, water treatment processes, and the bioavailability of different chemical species in environmental systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000043,Ecosystem,concept,,,,"A biological community of interacting organisms and their physical environment functioning as an integrated system through energy flow and nutrient cycling. This fundamental unit of ecological organization encompasses the relationships between biotic and abiotic components that determine ecosystem structure, function, and responses to environmental change.",,,,Class,ENVO:01001110,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000044,Reserve,concept,,,,"A stored quantity of materials or energy that can be mobilized when needed, representing accumulated resources within biological or environmental systems. This concept is important for understanding ecosystem resilience, nutrient storage, carbon sequestration, and the capacity of systems to respond to disturbances or resource limitations.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000045,Iron sulfate,concept,,,,"A chemical compound consisting of iron and sulfate ions that occurs naturally in soils and water bodies and is commonly used as a soil amendment. This compound affects iron bioavailability, soil pH, plant nutrition, and serves as a source of both iron and sulfur nutrients in agricultural and ecological systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000046,Macropore,concept,,,,"Large pore or void spaces in soil with diameters greater than 50 micrometers that facilitate rapid water movement and gas exchange. These pore spaces control soil drainage, aeration, root penetration, and preferential flow pathways that significantly influence hydrological processes and biogeochemical transport in terrestrial systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000047,Husk,Plant,,,,"The dry outer covering of fruits or seeds that provides protection for the inner reproductive parts during development and dispersal. This plant structure is important for understanding reproductive strategies, seed dispersal mechanisms, and agricultural processing considerations in crop and wild plant systems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000048,Dissolved inorganic nitrogen,Nitrogen,,,,"Nitrogen in ionic forms dissolved in water, primarily including nitrate, nitrite, and ammonium ions that are readily available for biological uptake. This nitrogen pool represents the most bioavailable form of nitrogen in aquatic systems and soil solutions, controlling primary productivity and eutrophication in freshwater and marine environments.",,,DIN,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000049,Cotyledon,Plant,,,,"The first leaf or one of the first leaves of a plant embryo that emerges during seed germination and provides initial nutrients for seedling establishment. This structure is essential for understanding early plant development, seedling survival, and the transition from seed-stored energy to photosynthetic carbon assimilation in plant life cycles.",,,,Class,PO:0020030,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000050,Air,concept,,,,"The mixture of gases that surrounds Earth and forms its atmosphere, consisting primarily of nitrogen, oxygen, carbon dioxide, and trace gases. This gaseous medium facilitates gas exchange processes, affects plant photosynthesis and respiration, influences atmospheric pressure and weather patterns, and serves as the primary reservoir for atmospheric trace gases in earth system science.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000051,Calcium sulfate,Calcium,,,,"A chemical compound consisting of calcium, sulfur, and oxygen atoms that occurs naturally as gypsum and affects soil chemistry and plant nutrition. This mineral influences soil structure, water infiltration, calcium and sulfur availability, and serves as both a nutrient source and soil conditioner in agricultural and natural ecosystems.",,,,Class,CHEBI:31346,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000052,Apatite,Phosphate,,,,"A group of phosphate minerals commonly found in rocks, soils, and biological systems that represent important sources of phosphorus for plants and ecosystems. These minerals control phosphorus availability through weathering processes, influence soil fertility, and serve as long-term reservoirs of phosphorus in terrestrial and marine biogeochemical cycles.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000053,Subsurface,concept,,,,"The region beneath the ground surface that includes soil horizons, rock layers, groundwater zones, and underground ecosystems. This three-dimensional space contains critical water resources, nutrient storage, carbon sequestration, and biogeochemical processes that influence surface ecosystem functioning and global environmental cycles.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000054,Magnesium hydroxide,Magnesium,,,,"A chemical compound consisting of magnesium and hydroxide ions that occurs in soils and affects pH and magnesium availability for plants. This compound influences soil alkalinity, nutrient cycling, and serves as a source of magnesium nutrition while affecting chemical equilibria in terrestrial and aquatic systems.",,,,Class,CHEBI:35149,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000055,Litter,concept,,,,"Dead plant material such as leaves, bark, twigs, and other organic debris that has fallen to the ground and forms the surface organic layer. This material provides habitat for decomposer organisms, controls soil moisture and temperature, serves as a source of nutrients through decomposition, and represents a critical component of carbon and nutrient cycling in terrestrial ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000056,Sodium sulfate,Sodium,,,,"A chemical compound consisting of sodium and sulfate ions that occurs in soils and water bodies, particularly in arid and saline environments. This compound affects soil salinity, plant salt tolerance, water quality, and serves as both a source of sodium and sulfur that can influence ecosystem functioning and agricultural productivity.",,,,Class,CHEBI:32149,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000057,C4 carboxylation,concept,,,,"A specialized carbon fixation process used by certain plants to concentrate carbon dioxide and minimize photorespiration under hot and dry conditions. This photosynthetic mechanism enhances water use efficiency and carbon assimilation rates, representing an important adaptation for understanding plant productivity and ecosystem responses to climate conditions.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000058,Aluminum phosphate,Aluminum,,,,"A chemical compound consisting of aluminum and phosphate ions that forms in acidic soils and affects phosphorus availability for plants. This mineral complex influences nutrient cycling, soil chemistry, and plant nutrition by controlling phosphorus sorption and release processes in terrestrial ecosystems.",,,,Class,,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
BERVO:8000059,Diffusivity,Physical property,,,,"A measure of how quickly a substance spreads through a medium by molecular diffusion, controlling the transport of gases, solutes, and heat in environmental systems. This property determines the rate of chemical transport, gas exchange, heat transfer, and mixing processes that influence biogeochemical reactions and environmental gradients.",,,,Class,COMO:0000528,,,,,,,,,,,Claude Sonnet 4 through GitHub Copilot in VSCode (Sep 26 2025),,,,,,
